loan_id,origination_month,original_balance,original_term_months,original_interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type,servicer_name,vintage
LN101151,2021-03-01,108100.0,180,5.313,<620,81-90,37-43,TX,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101152,2019-09-01,191700.0,360,5.297,<620,71-80,21-30,CA,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN101153,2019-03-01,208100.0,180,3.724,740-779,81-90,>50,FL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101154,2023-11-01,314000.0,360,5.08,780+,71-80,21-30,NC,Purchase,Single Family,Investment,Cornerstone Servicing,2023
LN101155,2023-12-01,228000.0,180,5.334,740-779,81-90,31-36,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN101156,2022-10-01,337600.0,360,5.192,700-739,>95,31-36,TX,Refinance,Multi-Family,Primary,Meridian Loan Services,2022
LN101157,2019-07-01,235700.0,360,4.191,700-739,71-80,21-30,NY,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101158,2020-07-01,232400.0,360,3.868,700-739,<=60,37-43,NC,Cash-Out Refinance,Single Family,Investment,Meridian Loan Services,2020
LN101159,2019-03-01,178100.0,360,4.27,660-699,61-70,<=20,CA,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101160,2019-04-01,438100.0,360,3.993,700-739,71-80,37-43,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101161,2020-04-01,115900.0,360,4.205,700-739,71-80,44-50,GA,Purchase,Condo,Investment,Meridian Loan Services,2020
LN101162,2021-12-01,264500.0,180,4.346,700-739,91-95,31-36,FL,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101163,2019-05-01,212800.0,360,3.52,780+,81-90,37-43,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101164,2024-01-01,328300.0,360,5.052,780+,71-80,21-30,WA,Purchase,Multi-Family,Primary,Sunrise Servicing,2024
LN101165,2021-05-01,228800.0,360,5.244,<620,81-90,44-50,FL,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101166,2020-05-01,231900.0,360,4.254,700-739,61-70,>50,CA,Refinance,Single Family,Second Home,Sunrise Servicing,2020
LN101167,2021-08-01,204800.0,360,4.595,620-659,81-90,21-30,FL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101168,2023-01-01,432300.0,360,4.982,660-699,<=60,37-43,TX,Refinance,Single Family,Investment,Meridian Loan Services,2023
LN101169,2020-08-01,231200.0,360,4.128,660-699,81-90,31-36,IL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101170,2019-03-01,560400.0,360,4.81,620-659,91-95,31-36,WA,Purchase,Condo,Primary,Meridian Loan Services,2019
LN101171,2019-04-01,261100.0,360,3.962,740-779,81-90,37-43,MI,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN101172,2023-05-01,233200.0,360,5.207,700-739,91-95,31-36,FL,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN101173,2019-07-01,216300.0,360,3.392,780+,71-80,37-43,NY,Purchase,Condo,Primary,Sunrise Servicing,2019
LN101174,2022-04-01,297700.0,360,5.331,<620,91-95,21-30,CA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101175,2020-12-01,177200.0,360,4.957,<620,71-80,31-36,IL,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101176,2023-01-01,246600.0,360,4.968,700-739,81-90,44-50,CA,Purchase,Single Family,Second Home,Cornerstone Servicing,2023
LN101177,2019-04-01,231800.0,360,4.22,620-659,<=60,21-30,WA,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101178,2023-08-01,267400.0,180,5.528,660-699,61-70,37-43,MI,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN101179,2022-08-01,270400.0,360,3.775,780+,71-80,21-30,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101180,2021-04-01,276800.0,360,4.363,660-699,<=60,44-50,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101181,2020-01-01,241000.0,360,4.762,620-659,81-90,37-43,IL,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN101182,2024-01-01,467900.0,180,5.753,700-739,91-95,31-36,PA,Purchase,Single Family,Investment,Cornerstone Servicing,2024
LN101183,2020-07-01,279300.0,360,4.294,700-739,91-95,21-30,NY,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN101184,2021-07-01,746200.0,360,3.816,700-739,<=60,31-36,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN101185,2021-01-01,236200.0,360,4.843,660-699,91-95,>50,GA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101186,2020-03-01,355600.0,360,3.515,740-779,<=60,31-36,CA,Refinance,Condo,Primary,Sunrise Servicing,2020
LN101187,2021-02-01,166600.0,360,4.89,620-659,71-80,31-36,OH,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN101188,2019-10-01,433800.0,360,4.035,700-739,91-95,37-43,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101189,2019-01-01,168200.0,180,3.672,740-779,<=60,31-36,GA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101190,2020-06-01,283600.0,360,3.578,780+,<=60,31-36,MI,Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN101191,2019-07-01,205000.0,360,4.322,660-699,<=60,31-36,CA,Cash-Out Refinance,Single Family,Second Home,Apex Mortgage Co,2019
LN101192,2021-02-01,283100.0,360,4.457,700-739,71-80,21-30,NY,Purchase,Condo,Primary,Highland Capital Servicing,2021
LN101193,2023-06-01,207800.0,360,6.17,<620,81-90,37-43,NC,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN101194,2019-11-01,161900.0,360,4.778,620-659,61-70,44-50,TX,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101195,2019-01-01,204400.0,180,5.114,<620,61-70,44-50,IL,Cash-Out Refinance,Multi-Family,Primary,Highland Capital Servicing,2019
LN101196,2019-07-01,462200.0,360,3.44,740-779,71-80,44-50,GA,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN101197,2021-08-01,285000.0,360,4.125,660-699,61-70,31-36,FL,Cash-Out Refinance,Multi-Family,Primary,Sunrise Servicing,2021
LN101198,2020-06-01,129300.0,360,3.611,740-779,81-90,21-30,MI,Purchase,Condo,Primary,Highland Capital Servicing,2020
LN101199,2021-07-01,378100.0,360,5.373,<620,>95,37-43,IL,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101200,2019-02-01,154600.0,360,3.17,780+,81-90,>50,OH,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101201,2020-09-01,322700.0,360,3.628,740-779,91-95,37-43,CA,Refinance,Single Family,Investment,Apex Mortgage Co,2020
LN101202,2021-02-01,296200.0,360,4.544,620-659,71-80,31-36,CA,Purchase,Multi-Family,Investment,Sunrise Servicing,2021
LN101203,2021-03-01,304800.0,360,4.832,<620,91-95,37-43,CA,Cash-Out Refinance,Single Family,Second Home,Highland Capital Servicing,2021
LN101204,2021-11-01,531800.0,360,4.937,<620,61-70,37-43,WA,Purchase,Multi-Family,Primary,Meridian Loan Services,2021
LN101205,2023-01-01,159100.0,180,3.865,780+,<=60,44-50,WA,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101206,2021-05-01,304000.0,360,4.139,660-699,81-90,37-43,PA,Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101207,2023-05-01,407100.0,360,4.93,700-739,<=60,31-36,TX,Refinance,Single Family,Primary,Meridian Loan Services,2023
LN101208,2021-09-01,172900.0,360,4.21,700-739,91-95,21-30,IL,Purchase,Single Family,Investment,Meridian Loan Services,2021
LN101209,2020-05-01,165100.0,180,3.518,740-779,81-90,31-36,PA,Refinance,Single Family,Primary,Sunrise Servicing,2020
LN101210,2020-03-01,203000.0,360,4.16,700-739,>95,31-36,GA,Purchase,Multi-Family,Primary,Sunrise Servicing,2020
LN101211,2020-08-01,267300.0,360,4.087,700-739,71-80,>50,CA,Refinance,Single Family,Investment,Highland Capital Servicing,2020
LN101212,2022-01-01,122400.0,360,3.386,780+,71-80,31-36,WA,Refinance,Multi-Family,Primary,Sunrise Servicing,2022
LN101213,2020-04-01,296000.0,360,4.741,620-659,81-90,31-36,TX,Refinance,Manufactured,Primary,Apex Mortgage Co,2020
LN101214,2023-09-01,122500.0,360,5.261,740-779,61-70,31-36,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN101215,2021-06-01,413300.0,360,5.4,<620,71-80,37-43,WA,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN101216,2023-06-01,291000.0,360,5.148,700-739,81-90,31-36,NY,Purchase,Single Family,Investment,Highland Capital Servicing,2023
LN101217,2022-07-01,546300.0,360,3.875,780+,>95,21-30,FL,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101218,2020-09-01,312100.0,360,3.857,740-779,81-90,44-50,IL,Purchase,Manufactured,Primary,Highland Capital Servicing,2020
LN101219,2020-03-01,201400.0,360,3.642,740-779,<=60,31-36,AZ,Purchase,Multi-Family,Primary,Meridian Loan Services,2020
LN101220,2022-11-01,161200.0,360,5.122,660-699,71-80,31-36,CA,Refinance,Multi-Family,Investment,Apex Mortgage Co,2022
LN101221,2020-09-01,257200.0,360,4.327,700-739,81-90,21-30,NC,Purchase,Single Family,Investment,Meridian Loan Services,2020
LN101222,2020-04-01,227800.0,360,4.79,660-699,61-70,31-36,FL,Purchase,Single Family,Investment,Apex Mortgage Co,2020
LN101223,2023-10-01,393900.0,180,5.146,700-739,71-80,37-43,CA,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2023
LN101224,2021-06-01,152100.0,360,3.89,700-739,61-70,44-50,NY,Purchase,Multi-Family,Primary,Meridian Loan Services,2021
LN101225,2019-04-01,573400.0,360,4.385,660-699,<=60,<=20,IL,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101226,2021-07-01,409900.0,360,4.216,660-699,71-80,>50,TX,Purchase,Single Family,Investment,Highland Capital Servicing,2021
LN101227,2021-05-01,210700.0,360,4.475,660-699,61-70,37-43,NY,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101228,2023-06-01,518700.0,360,5.637,660-699,81-90,21-30,GA,Refinance,Single Family,Primary,Meridian Loan Services,2023
LN101229,2022-09-01,162400.0,360,5.428,620-659,61-70,21-30,OH,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101230,2019-12-01,253300.0,360,3.91,780+,81-90,21-30,NC,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101231,2019-10-01,130000.0,180,4.003,700-739,61-70,44-50,MI,Purchase,Multi-Family,Primary,Cornerstone Servicing,2019
LN101232,2022-02-01,530200.0,360,4.556,620-659,91-95,21-30,NY,Purchase,Condo,Investment,Highland Capital Servicing,2022
LN101233,2019-03-01,110000.0,360,3.333,740-779,<=60,31-36,NY,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101234,2020-08-01,120800.0,360,3.939,780+,71-80,37-43,NY,Refinance,Condo,Primary,Apex Mortgage Co,2020
LN101235,2019-09-01,173600.0,360,4.007,660-699,71-80,44-50,IL,Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101236,2019-02-01,418800.0,180,4.611,620-659,61-70,37-43,CA,Purchase,Condo,Primary,Apex Mortgage Co,2019
LN101237,2023-09-01,354900.0,180,5.802,<620,71-80,37-43,FL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2023
LN101238,2019-06-01,244000.0,180,4.753,<620,91-95,21-30,TX,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101239,2019-01-01,365300.0,180,4.007,740-779,91-95,44-50,FL,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101240,2023-10-01,219300.0,360,4.896,780+,71-80,21-30,AZ,Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101241,2019-12-01,279300.0,360,4.792,<620,61-70,21-30,OH,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN101242,2023-03-01,485700.0,180,4.62,740-779,81-90,>50,NY,Purchase,Condo,Primary,Apex Mortgage Co,2023
LN101243,2019-03-01,206700.0,360,4.514,<620,81-90,21-30,IL,Purchase,Condo,Primary,Cornerstone Servicing,2019
LN101244,2019-10-01,163600.0,360,4.075,700-739,61-70,21-30,GA,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101245,2019-07-01,285400.0,360,3.688,740-779,81-90,37-43,NY,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101246,2022-08-01,322300.0,360,4.552,660-699,71-80,21-30,NY,Refinance,Condo,Primary,Sunrise Servicing,2022
LN101247,2022-03-01,242700.0,360,5.19,<620,81-90,21-30,NC,Refinance,Single Family,Investment,Highland Capital Servicing,2022
LN101248,2021-06-01,362800.0,360,4.187,700-739,71-80,37-43,CA,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101249,2020-03-01,211000.0,180,3.423,780+,71-80,37-43,IL,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN101250,2019-06-01,244600.0,360,4.206,660-699,61-70,44-50,IL,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN101251,2021-12-01,273400.0,180,4.711,620-659,81-90,21-30,NC,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101252,2020-03-01,262800.0,360,4.442,620-659,61-70,31-36,AZ,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN101253,2022-01-01,477300.0,360,4.149,700-739,81-90,44-50,PA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101254,2022-07-01,272700.0,360,4.727,700-739,81-90,21-30,IL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2022
LN101255,2023-05-01,201400.0,360,5.085,740-779,81-90,21-30,TX,Purchase,Condo,Primary,Sunrise Servicing,2023
LN101256,2021-07-01,292900.0,360,3.719,740-779,<=60,<=20,OH,Purchase,Single Family,Investment,Apex Mortgage Co,2021
LN101257,2019-01-01,363700.0,360,3.154,780+,61-70,31-36,MI,Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101258,2020-06-01,327200.0,180,3.957,740-779,71-80,21-30,WA,Purchase,Multi-Family,Investment,Meridian Loan Services,2020
LN101259,2023-05-01,319200.0,360,5.572,660-699,81-90,37-43,MI,Purchase,Condo,Investment,Cornerstone Servicing,2023
LN101260,2021-10-01,117700.0,360,4.054,700-739,91-95,>50,TX,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101261,2022-03-01,75200.0,180,4.411,660-699,71-80,21-30,NC,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101262,2021-05-01,410000.0,180,4.693,660-699,91-95,37-43,WA,Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101263,2019-11-01,281400.0,360,3.606,780+,61-70,21-30,GA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101264,2023-08-01,228700.0,360,4.692,740-779,71-80,<=20,GA,Purchase,Condo,Primary,Sunrise Servicing,2023
LN101265,2022-12-01,315700.0,360,4.396,780+,<=60,37-43,IL,Purchase,Condo,Primary,Apex Mortgage Co,2022
LN101266,2024-02-01,549800.0,360,5.981,700-739,81-90,31-36,GA,Purchase,Multi-Family,Primary,Sunrise Servicing,2024
LN101267,2023-06-01,436300.0,360,5.091,700-739,61-70,>50,FL,Purchase,Multi-Family,Primary,Meridian Loan Services,2023
LN101268,2020-07-01,356100.0,360,3.999,700-739,61-70,31-36,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101269,2020-04-01,155000.0,360,4.885,620-659,81-90,21-30,MI,Cash-Out Refinance,Manufactured,Primary,Sunrise Servicing,2020
LN101270,2020-04-01,164300.0,360,4.299,660-699,71-80,31-36,AZ,Purchase,Multi-Family,Second Home,Meridian Loan Services,2020
LN101271,2023-09-01,78900.0,180,5.21,700-739,<=60,21-30,MI,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101272,2021-11-01,307100.0,360,4.507,<620,<=60,44-50,FL,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101273,2021-05-01,380400.0,360,3.149,780+,71-80,37-43,CA,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101274,2024-01-01,394600.0,360,6.746,620-659,71-80,31-36,TX,Purchase,Single Family,Investment,Highland Capital Servicing,2024
LN101275,2022-02-01,313000.0,360,4.678,620-659,61-70,31-36,MI,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101276,2023-09-01,215500.0,360,5.226,740-779,81-90,37-43,GA,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN101277,2024-02-01,179200.0,360,6.182,620-659,61-70,44-50,AZ,Purchase,Single Family,Investment,Apex Mortgage Co,2024
LN101278,2019-05-01,159300.0,360,3.251,780+,81-90,<=20,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2019
LN101279,2020-11-01,214600.0,180,3.747,740-779,71-80,<=20,IL,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN101280,2022-10-01,148700.0,360,5.612,<620,61-70,21-30,PA,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101281,2023-03-01,509000.0,360,4.584,740-779,61-70,31-36,TX,Refinance,Multi-Family,Primary,Cornerstone Servicing,2023
LN101282,2019-10-01,128500.0,360,3.486,740-779,61-70,31-36,AZ,Purchase,Manufactured,Primary,Meridian Loan Services,2019
LN101283,2020-08-01,211400.0,360,3.738,740-779,<=60,21-30,OH,Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101284,2021-10-01,96600.0,360,3.774,740-779,71-80,31-36,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101285,2023-02-01,263900.0,360,4.881,740-779,91-95,31-36,CA,Refinance,Condo,Primary,Apex Mortgage Co,2023
LN101286,2019-08-01,230700.0,180,4.28,700-739,91-95,21-30,WA,Purchase,Single Family,Second Home,Meridian Loan Services,2019
LN101287,2022-02-01,196700.0,360,4.411,660-699,71-80,44-50,GA,Purchase,Manufactured,Investment,Highland Capital Servicing,2022
LN101288,2020-07-01,151800.0,360,3.793,740-779,71-80,37-43,PA,Purchase,Condo,Primary,Sunrise Servicing,2020
LN101289,2020-02-01,231200.0,360,3.747,780+,71-80,31-36,PA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101290,2021-08-01,180800.0,360,3.997,700-739,91-95,31-36,NY,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101291,2021-02-01,217200.0,360,3.408,740-779,61-70,21-30,PA,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101292,2022-04-01,557300.0,360,4.346,700-739,61-70,44-50,WA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101293,2020-08-01,249600.0,360,3.676,740-779,71-80,37-43,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN101294,2023-04-01,293500.0,180,4.09,780+,<=60,31-36,PA,Purchase,Condo,Primary,Sunrise Servicing,2023
LN101295,2019-05-01,187400.0,360,4.714,620-659,71-80,44-50,FL,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN101296,2023-06-01,162300.0,360,5.562,660-699,91-95,44-50,FL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101297,2019-02-01,228600.0,360,3.899,700-739,91-95,44-50,NY,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101298,2022-10-01,712700.0,360,5.001,700-739,<=60,21-30,MI,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN101299,2020-10-01,202900.0,180,3.782,700-739,71-80,21-30,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101300,2020-12-01,271800.0,360,5.017,<620,71-80,37-43,NY,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101301,2019-02-01,159100.0,360,3.614,700-739,71-80,31-36,GA,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN101302,2022-08-01,66800.0,360,4.61,700-739,71-80,37-43,CA,Purchase,Condo,Primary,Sunrise Servicing,2022
LN101303,2019-11-01,161900.0,360,3.722,700-739,<=60,37-43,PA,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101304,2022-05-01,674200.0,360,4.442,740-779,91-95,21-30,AZ,Purchase,Single Family,Second Home,Sunrise Servicing,2022
LN101305,2022-09-01,301900.0,360,4.597,740-779,>95,21-30,CA,Cash-Out Refinance,Condo,Investment,Sunrise Servicing,2022
LN101306,2023-05-01,483300.0,180,5.149,740-779,81-90,31-36,CA,Refinance,Condo,Primary,Meridian Loan Services,2023
LN101307,2022-08-01,197500.0,360,4.25,740-779,81-90,21-30,AZ,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN101308,2020-07-01,80000.0,360,3.506,740-779,71-80,37-43,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101309,2022-10-01,140200.0,360,4.821,700-739,71-80,37-43,CA,Refinance,Multi-Family,Primary,Highland Capital Servicing,2022
LN101310,2023-04-01,276100.0,360,4.935,700-739,61-70,31-36,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101311,2020-08-01,257000.0,360,4.418,620-659,81-90,37-43,WA,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101312,2019-08-01,229900.0,360,3.908,660-699,<=60,31-36,GA,Purchase,Condo,Primary,Meridian Loan Services,2019
LN101313,2023-08-01,181900.0,360,5.367,700-739,91-95,37-43,IL,Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101314,2019-10-01,352500.0,180,3.727,780+,71-80,21-30,WA,Cash-Out Refinance,Condo,Primary,Apex Mortgage Co,2019
LN101315,2022-01-01,184300.0,180,3.899,740-779,71-80,37-43,GA,Refinance,Single Family,Primary,Cornerstone Servicing,2022
LN101316,2020-03-01,265300.0,360,4.593,620-659,71-80,37-43,GA,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN101317,2019-08-01,252200.0,360,4.313,700-739,>95,21-30,MI,Refinance,Single Family,Primary,Highland Capital Servicing,2019
LN101318,2023-01-01,195700.0,180,4.654,660-699,61-70,31-36,GA,Purchase,Condo,Primary,Cornerstone Servicing,2023
